publication,title,price,image_urls,state,link,address,lat,lng,size,desc
30 Mai 15:27,"
	
	1SB- Apartamento t1 Mobilado,Perto IEAD,São Bento
	
",480 €,"http://77.91.202.130/images/5441311975-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5422477358-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5418021846-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5409498527-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5435068484-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5452115122-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5482140591-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg, http://77.91.202.130/images/5448151459-1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/1SB+Apartamento+t1+Mobilado+Perto+IEAD+Sao+Bento-9168763.htm?xtcr=266&,Lisboa Merces,38.7133564,-9.152313700000036,T1,"
							
							Apartamento T1 Totalmente Mobilado.         Junto a São Bento, Iade, Conservatório.         1 quarto; 1 closet; 1 sala; 1 wc e 1
cozinha.         Equipado tambem com uma tv, micro-ondas,
maquina lavar roupa, sofa cama, secretária.         É um 3 Andar- Aguas Furtadas. Sem
elevador.         Zona Habitacional Tranquila.          Só particulares          Temos Mais Apartamentos arrlisboapt              915463385 / 913844356"
30 Mai 15:28,,450 €,"http://77.91.202.130/images/5409810959-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5452919403-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5469966041-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5420614106-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5471754020-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5480277339-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5438152593-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg, http://77.91.202.130/images/5408127124-2ARR+Apartamento+t1+1+Perto+Metro+Arroios.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/2ARR+Apartamento+t1+1+Perto+Metro+Arroios-9168785.htm?xtcr=265&,Lisboa Penha de França,38.7311686,-9.129476899999986,T2,"
							
							Apartamento T1+1 Remodelado.              Perto Metro Arroios              Boa localização, Juntos a serviços e
comercio tradicional.              A 15 minutos a pé do IST              Zona tranquila para viver            Só Particulares                 915463385 (tmn) / 913844356"
30 Mai 15:30,"
	
	T0 com os consumos de água,luz e internet incluido
	
",450 €,http://77.91.202.130/images/5424595300-T0+com+os+consumos+de+agua+luz+e+internet+incluido.jpg,,http://www.custojusto.pt/Lisboa/Apartamentos/T0+com+os+consumos+de+agua+luz+e+internet+incluido-9168840.htm?xtcr=264&,Lisboa Benfica, 'http://77.91.202.130/images/5475735214-T0+com+os+consumos+de+agua+luz+e+internet+incluido.jpg', ,T0,"
							
							Benfica (Estrada de Benfica)T0 remodelado.Mobilado e equipado.Consumos de água, luz e internet incluidos."
30 Mai 15:36,"
	
	2ASJ- Apartamento T1+1 Remodelado, Cozinha equipad
	
",500 €,"http://77.91.202.130/images/5424681913-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5445692214-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5485537132-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5455407519-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5405355447-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5430925404-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5474733985-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg, http://77.91.202.130/images/5434397218-2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/2ASJ+Apartamento+T1+1+Remodelado+Cozinha+equipad-9168948.htm?xtcr=263&,Lisboa São João,38.7272226,-9.121156499999984,T2,"
							
							Apartamento T1+1 com Boas areas.         Remodelado.         Cozinha e sala em Open Space.         Cozinha equipada com placa, forno,
exaustor e esquentador.         3 Andar com vista Rio         Marquise. Quarto com roupeiro , mais 1
roupeiro no Corredor.         Zona Tranquila para viver.         facilidade Estacionamento e Gratuito.         Perto transportes Publicos.       Só particulares          915463385 / 913844356"
30 Mai 15:43,,370 €,"http://77.91.202.130/images/5441444990-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5449968309-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5475538266-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5492584904-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5418154861-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5443724818-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5464139126-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg, http://77.91.202.130/images/5469294775-2LR+Apartamento+t2+com+Cozinha+Equipada+.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/2LR+Apartamento+t2+com+Cozinha+Equipada+-9169128.htm?xtcr=262&,Lisboa ,38.8287216,-9.167699599999992,T2,"
							
							Apartamento T2 Remodelado     Cozinha Equipada     2 varandas (uma Fechada outra Aberta )     Gás canalizado     Junto à Junta Freguesia Loures   Facilidade Estacionamento     Zona tranquila , Perto de vario comercio.   Só particulares                915463385 (tmn) / 913844356"
30 Mai 15:46,"
	
	2ENC- Apartamento T2 Remodelado. Cozinha Equipada
	
",450 €,"http://77.91.202.130/images/5421314243-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5462351147-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5479397785-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5404967742-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5430537699-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5447584337-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg, http://77.91.202.130/images/5472066452-2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/2ENC+Apartamento+T2+Remodelado+Cozinha+Equipada-9169198.htm?xtcr=261&,Lisboa Santa Maria dos Olivais,38.780021,-9.119508499999938,T2,"
							
							Apartamento T2 Remodelado.    Cozinha Equipada.    Tranquilidade 7 andar num predio com 2
elevadores    Perto escolas Bons acessos e facilidade de estacionamento.    Metro a 10 minutos a pé. Perto do Aeroporto e do parque das Nações     Só Particulares Temos mais Apartamentos arrlisboapt               915463385 / 913844356"
29 Mai 14:17,,450 €,"http://77.91.202.130/images/5362244980-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5347478170-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5390094765-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5307141403-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5320716227-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5346286184-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5343514507-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5369084464-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5303177740-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5337271016-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5382659288-T1+mobilado+e+equipado+em+Campolide.jpg, http://77.91.202.130/images/5305457568-T1+mobilado+e+equipado+em+Campolide.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+mobilado+e+equipado+em+Campolide-9157439.htm?xtcr=281&,Lisboa Campolide,38.738111,-9.163703899999973,T1,"
							
							Acolhedor apartamento de 2 assoalhadas mobilado e
com a cozinha equipada, dispõe de uma linda
marquise com linda vista.Muito bem localizado, no simpático bairro de
Campolide, com muito comércio, serviços e
transportes nas redondezas, a 5 minutos do Centro
Comercial das Amoreiras.O apartamento tem muita luz natural, e fica num
rés de chão de prédio de 3 andares, muito
sossegado. 
							
						"
30 Mai 16:24,,350 €,"http://77.91.202.130/images/8896398733-T1+as+Olaias.jpg, http://77.91.202.130/images/8800958389-T1+as+Olaias.jpg, http://77.91.202.130/images/8827616188-T1+as+Olaias.jpg, http://77.91.202.130/images/8861709464-T1+as+Olaias.jpg, http://77.91.202.130/images/8804326059-T1+as+Olaias.jpg, http://77.91.202.130/images/8821372697-T1+as+Olaias.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+as+Olaias-6471766.htm?xtcr=260&,Lisboa Beato,38.7359937,-9.122924099999977,T1,"
							
							2. Andar, totalmente renovado, sem mobília, com
muita luz. Divisões amplas com sala, quarto,
cozinha sem electrodomésticos, com marquise e
local para maquinas. Varanda corrida e casa de
banho grande com janela. Em zona com muito Comercio e Serviços. Facilidade
de estacionamento gratuito. Paragem de autocarro à porta, perto do Metro e a
150 m do Mercado Municipal.
							
						"
30 Mai 16:24,,330 €,"http://77.91.202.130/images/7082613364-R+C+alto+T1+renovado+Olaias.jpg, http://77.91.202.130/images/7010463149-R+C+alto+T1+renovado+Olaias.jpg, http://77.91.202.130/images/7021266296-R+C+alto+T1+renovado+Olaias.jpg, http://77.91.202.130/images/7097976167-R+C+alto+T1+renovado+Olaias.jpg, http://77.91.202.130/images/7098468016-R+C+alto+T1+renovado+Olaias.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/R+C+alto+T1+renovado+Olaias-8131939.htm?xtcr=259&,Lisboa Beato,38.7359937,-9.122924099999977,T1,"
							
							R/C alto, T1 sem mobília, com muita luz, janelas
em todas as divisões incluindo casa de
banho.Cozinha sem electrodomésticos. Em zona com muito Comercio e Serviços. Facilidade de estacionamento gratuito. Paragem de autocarro à porta (730), perto do Metro
e a 150 m do Mercado Municipal.(PARTICULAR A PARTICULAR)
							
						"
26 Mai 02:53,,475 €,"http://77.91.202.130/images/5338683672-T2+72m2+Lisboa.jpg, http://77.91.202.130/images/5347206991-T2+72m2+Lisboa.jpg, http://77.91.202.130/images/5355730310-T2+72m2+Lisboa.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T2+72m2+Lisboa-8233721.htm?xtcr=318&,Lisboa Benfica, 'http://77.91.202.130/images/5372776948-T2+72m2+Lisboa.jpg', ,T2,"
							
							Simpatico apartamento em bom estado de
conservacao, inserido num 2 andar de predio com
placa, elevadores e porteira residente. 
localizacao central, junto a av. do uruguai e
estrada de benfica, com uma boa rede de
transportes e todo o tipo de comercio e servicos. 
para mais informaces e marcacao de visita, nao
hesite em contactar-me.;valor de renda: mensal;id
re/max: 121211041-61 Ref: 121211041-61 Vendedor:
Lisboa
							
						"
26 Mai 11:51,,450 €,"http://77.91.202.130/images/5087050989-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5002905641-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5098450129-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5083683319-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5003009785-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5081999484-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5031455563-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5076351986-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5073580309-t1+c+terraco+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5012725090-t1+c+terraco+campo+de+ourique+lisboa.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/t1+c+terraco+campo+de+ourique+lisboa-9122663.htm?xtcr=317&,Lisboa Santo Condestável,38.7186908,-9.170525300000008,T1,"
							
							t1 campo de ourique- lisboa 450EUR negociaveiscozinha nao esta equipada terraço com 50m2luz natural situado em zona de referencia perto de todo o tipo de comercio a 5 minutos do mercado e tambem  do jardim da paradabons acessos.Joao
							
						"
26 Mai 12:58,,300 €,"http://77.91.202.130/images/5393000499-T1+30m2+Lisboa.jpg, http://77.91.202.130/images/5301523818-T1+30m2+Lisboa.jpg, http://77.91.202.130/images/5310047137-T1+30m2+Lisboa.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+30m2+Lisboa-9147531.htm?xtcr=315&,Lisboa Graça, 'http://77.91.202.130/images/5327093775-T1+30m2+Lisboa.jpg', ,T1,"
							
							T0+1 situado na graca. zona sossegada. perto
transportes.  venha conhece-lo...;valor de renda:
mensal;id re/max: 120991055-354 Ref: 120991055-354
Vendedor: Lisboa
							
						"
26 Mai 12:05,"
	
	t1 mobilado c/terraço no centro de campo de ouriqu
	
",500 €,"http://77.91.202.130/images/5050006619-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5070525071-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5009669852-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5013141666-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5047234942-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5049514770-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5000654684-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5002934512-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5088167702-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5022260978-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5090447530-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg, http://77.91.202.130/images/5010265845-t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/t1+mobilado+c+terraco+no+centro+de+campo+de+ouriqu-9122907.htm?xtcr=316&,Lisboa Santo Condestável,38.7186908,-9.170525300000008,T1,"
							
							t1 no centro de campo de ourique- lisboa 500EURtotalmente equipado e mobilado 2 roupeiroscom terraço e marquise cobertaareas generosas luz naturalpredio com elevadormuito bem localizado em zona de referencia perto do jardim da paradaservido de comercio e transportes a portaJOAO
							
						"
25 Mai 19:58,"
	
	T1 remod.,vista Rio,Graça/Sapadores/Santa Apolónia
	
",400 €,"http://77.91.202.130/images/2509948981-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg, http://77.91.202.130/images/2587850838-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg, http://77.91.202.130/images/2561088895-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg, http://77.91.202.130/images/2521944114-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg, http://77.91.202.130/images/2578135533-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg, http://77.91.202.130/images/2500933813-T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+remod+vista+Rio+Graca+Sapadores+Santa+Apolonia-7536062.htm?xtcr=319&,Lisboa Graça,38.71901829999999,-9.123670400000037,T1,"
							
							2 ASSOALHADAS, REMODELADO, VISTA LATERAL DE RIO,
GRAÇA/SAPADORES/SANTA APOLÓNIA, TRATA O PRÓPRIO. 2
assoalhadas, 50m2, rc alto, quarto interior com
janela, remodelação completa, pequeno saguão;
prédio s/elevador 3 pisos(6 inquilinos). Andar sem
mobilia e cozinha sem equipamento. Chão todo em
mosaico.Situado entre Estação Santa Apolónia e
Sapadores e Graça.Autocarros 35,12, Sapadores
(107,726,30,34,elétrico 28), Santa Apolónia
(Metro,
12,34,706,28,35,745,759,781,782,794.Contrato com
recibos. É necessário fiador(es) . Trata o
próprio. 400 Euros/mês (era 430Eur)."
26 Mai 19:03,"
	
	Apartamento T1 junto à universidade Lusíada -Belém
	
",395 €,"http://77.91.202.130/images/5153504178-Apartamento+T1+junto+a+universidade+Lusiada+Belem.jpg, http://77.91.202.130/images/5116043232-Apartamento+T1+junto+a+universidade+Lusiada+Belem.jpg, http://77.91.202.130/images/5196120773-Apartamento+T1+junto+a+universidade+Lusiada+Belem.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/Apartamento+T1+junto+a+universidade+Lusiada+Belem-9127761.htm?xtcr=314&,Lisboa Santa Maria de Belém,38.7000418,-9.19184569999993,T1,"
							
							Apartamento T1 mobilado e equipado a 2 minutos da
universidade Lusíada. A 5 minutos da rede
transportes carris.Zona calma e tranquila.Valor não contempla despesas adicionais (Água,Luz,
Gás; Canalizados)."
25 Mai 18:31,"
	
	T1 Bairro das Colónias, Com Vista Deslumbrante!
	
",475 €,"http://77.91.202.130/images/5081744794-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5097003453-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5031096729-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5092547941-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5073713324-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5094827769-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5021589712-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5076201440-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5009102730-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5083040924-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg, http://77.91.202.130/images/5002859239-T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+Bairro+das+Colonias+Com+Vista+Deslumbrante+-9116401.htm?xtcr=320&,Lisboa Penha de França,38.72716347989673,-9.134796362487805,T1,"
							
							Com Lareira, Terraço e Vista DeslumbranteSem Mobilia, Cozinha Semi-Equipada (com fogão e
esquentador)T1 virado a Sudoeste/NoroesteA Sudoeste:Cozinha  e Sala com lareira e vista deslumbrante
desde o Castelo São Jorge, Terreiro do Paço, Ponte
Sobre o Tejo, Príncipe Real, Amoreiras, Sheraton
(Saldanha)A Noroeste:Quarto com grande roupeiro, Casa de banho (com
janela, banheira e aquecedor de toalhas) e Terraço
com Barbecue3 andar sem elevador mas simples de subirDisponível a partir de 15 de Junho
							
						"
26 Mai 22:10,,450 €,"http://77.91.202.130/images/5130682176-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5181822090-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5114723380-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5158531961-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5176666441-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5152288470-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5157935968-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5180138255-Apartamento+em+Alfama.jpg, http://77.91.202.130/images/5160215796-Apartamento+em+Alfama.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/Apartamento+em+Alfama-9129770.htm?xtcr=311&,Lisboa Santo Estevão,38.7132156,-9.128780600000027,T2,"
							
							Sítio calmo e agradavel.Cozinha equipada com máquina de lavar roupa,
frigorifico, esquentador e micro-ondas. Cozinha e
casa de banho remodeladas e chão flutuante no
resto da casa, prédio só com dois pisos e um
inquilino por piso.Contacto- Paula Magueja                 919891636/919217402
							
						"
26 Mai 19:10,,425 €,"http://77.91.202.130/images/5131822611-T0+1+Alfama.jpg, http://77.91.202.130/images/5100009163-T0+1+Alfama.jpg, http://77.91.202.130/images/5175527048-T0+1+Alfama.jpg, http://77.91.202.130/images/5130734769-T0+1+Alfama.jpg, http://77.91.202.130/images/5101201149-T0+1+Alfama.jpg, http://77.91.202.130/images/5135294425-T0+1+Alfama.jpg, http://77.91.202.130/images/5169983694-T0+1+Alfama.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T0+1+Alfama-9127853.htm?xtcr=313&,Lisboa ,38.7252993,-9.150036399999976,T1,"
							
							Apartamento/Estúdio remodelado, com uma área de
40m2, correspondente a um 2 andar, em prédio
também remodelado, contendo uma sala, kitchenett,
recanto para máquinas, WC, varanda e um quarto
interior. Este quarto tem uma ""janela"" virada para
a sala, o que faz com que entre luz natural para o
quarto. Fica toda equipada e mobilada. A casa
situa-se em Alfama, perto do Largo de S. Miguel,
com metro e todo o tipo de transportes a 5
minutos. Não são permitidos animais e as DESPESAS
NÃO ESTÃO INCLUÍDAS.
							
						"
26 Mai 21:24,,390 €,"http://77.91.202.130/images/5106425880-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5124664504-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5136555493-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5103654203-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5143394977-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5177488253-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5154198124-Estudio+junto+ao+Jardim+Zoologico.jpg, http://77.91.202.130/images/5174716576-Estudio+junto+ao+Jardim+Zoologico.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/Estudio+junto+ao+Jardim+Zoologico-9129244.htm?xtcr=312&,Lisboa São Domingos de Benfica,38.7428396,-9.177881699999944,T0,"
							
							Estúdio remodelado composto por hall de entrada,
despensa, wc com poliban, sala e cozinha equipada
com forno, placa elétrica, esquentador,
frigorífico e máquina de roupa. Apartamento com muita luz, situado junto à estação
de caminhos de ferro de S. Domingos de Benfica,
beneficia da proximidade do Parque Florestal do
Monsanto.Inserido em zona residencial calma (Largo Conde de
Ottolini), fica a 2 mn a pé da Estrada de Benfica
onde se pode encontrar  todo o tipo de serviços,
comércio e transportes.Disponível a partir de 01/07/2013.Pede-se 1 mês de caução e fiador."
27 Mai 00:26,,400 €,"http://77.91.202.130/images/5125879170-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5129246840-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5142925808-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5151449127-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5168495765-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5185542403-T0+a+Av+Roma.jpg, http://77.91.202.130/images/5114480030-T0+a+Av+Roma.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T0+a+Av+Roma-9130888.htm?xtcr=310&,Lisboa São João de Deus,38.7420773,-9.13731359999997,T0,"
							
							Arrenda T0, situado entre a Av. Roma e o Campo
Pequeno, com sala/quarto mobilado ( 2 camas/sofás
individuais ), hall com armário, kitchenette
equipada e WC.
							
						"
27 Mai 12:15,,450 €,"http://77.91.202.130/images/5248711470-T1+Junqueira.jpg, http://77.91.202.130/images/5291328065-T1+Junqueira.jpg, http://77.91.202.130/images/5250991298-T1+Junqueira.jpg, http://77.91.202.130/images/5202131212-T1+Junqueira.jpg, http://77.91.202.130/images/5278736939-T1+Junqueira.jpg, http://77.91.202.130/images/5204306896-T1+Junqueira.jpg, http://77.91.202.130/images/5278841083-T1+Junqueira.jpg, http://77.91.202.130/images/5212934359-T1+Junqueira.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+Junqueira-9133055.htm?xtcr=308&,Lisboa Alcantara,38.7021963,-9.171659999999974,T1,"
							
							Apartamento remodelado.Com boa exposição solar e muita luz.Composto por sala, quarto, Kitchinette e WC
completo.Grande roupeiro.Próximo da Universidade Lusiada."
27 Mai 10:12,,390 €,"http://77.91.202.130/images/5252652453-T1+perto+do+metro.jpg, http://77.91.202.130/images/5291409529-T1+perto+do+metro.jpg, http://77.91.202.130/images/5261175772-T1+perto+do+metro.jpg, http://77.91.202.130/images/5278222410-T1+perto+do+metro.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/T1+perto+do+metro-9132083.htm?xtcr=309&,Lisboa São Domingos de Benfica,38.7252993,-9.150036399999976,T1,"
							
							T1 bastante espaçoso perto do metro do alto dos
moinhos.Zona calma e em rua de um só sentido garantindo
qualidade e menos barulho que o normal.Perto de escolas. Com muitos serviços nas
imediações. Transportes bastante perto.Varanda a todo o cumprimenti do apartamento.Roupeiro (estilo clouset) no quarto.Cozinha e casa de banho com traço antigo mas
completamente atual nas ligações para máquinas,
eletrodomésticos e demais que a atualidade exige.Apartamento a sofrer recuperação a nível de
pintura de paredes, portas, e mais que seja
necessário.Apartamento com gás canalizado mas sem
eletrodomésticos. Renda negociável.Prédio com mais 2 apartamentos (1 T0 e 1 T2 com
terraço).
							
						"
27 Mai 20:51,,400 €,"http://77.91.202.130/images/5237727864-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5222961054-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5238323857-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5255370495-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5249127004-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5244075499-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5223065198-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5298091234-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5200862911-t1+1+remodelado+campo+de+ourique+lisboa.jpg, http://77.91.202.130/images/5219697528-t1+1+remodelado+campo+de+ourique+lisboa.jpg",,http://www.custojusto.pt/Lisboa/Apartamentos/t1+1+remodelado+campo+de+ourique+lisboa-9139311.htm?xtcr=306&,Lisboa Santo Condestável,38.7186908,-9.170525300000008,T2,"
							
							t1+1 campo de ourique- lisboa 400EUR apartamento remodelado a cozinha nao esta equipadamuito bem localizado perto de todo o tipo de comercio e transportes.Temos mais imoveis em campo de ourique. Contacto nos. 
							
						"
